ID,long_term_credit_card_opening_propensity_score,creditworthiness_score,spend_potential,number_of_credit_cards,short_term_credit_card_opening_propensity_score,long_term_credit_card_cancellation_propensity_score,credit_card_utilization_score,number_of_attempts_to_open_credit_cards,history_at_credit_bureau,total_limit_across_credit_cards,contact_history_score,Balance Transfer Propensity Score,targeted_product,Customer Lifetime Value
22646,33.3,8428.6,4.1,627,0,3.9,13,16,44,350,0,91,C,696
22647,3,8636.4,,33,3,0,21,20,32,1250,0,37,C,687
22648,6.1,9948.1,,33,0,0,8,4,51,625,0,53,E,920
22649,6.1,9194.8,0.3,66,6.1,0,3,20,22,125,0,87,C,345
22650,9.1,8675.3,0.7,99,6.1,0,7,44,29,600,135,13,C,827
22651,6.1,9051.9,0.5,99,3,0,4,4,27,625,0,2,E,1969
22652,6.1,9363.6,2.9,165,0,3.9,3,12,52,900,75,88,B,3143
22653,15.2,8974,2.6,231,3,0,4,12,31,600,300,72,E,4715
22654,0,9766.2,12.4,33,0,0,18,4,34,7825,615,2,E,6366
22655,0,10000,0.6,33,0,1.3,9,4,39,125,120,66,E,4361
22656,6.1,8571.4,2.9,66,3,0,11,12,39,275,0,74,C,371
22657,6.1,9298.7,0.3,66,6.1,0,5,12,22,1000,0,87,B,1962
22658,9.1,8558.4,0.9,264,6.1,1.3,9,16,29,450,0,37,C,266
22659,18.2,9051.9,1.1,198,9.1,0,9,32,43,300,0,56,C,370
22660,15.2,9168.8,1.2,165,9.1,0,3,48,25,350,90,97,E,993
22661,6.1,8987,0.4,66,3,0,15,16,23,300,0,3,E,1077
22662,9.1,9026,2.3,99,0,0,9,20,40,400,75,9,E,2416
22663,3,9103.9,0.2,33,3,0,7,36,21,125,0,98,B,3878
22664,15.2,9246.8,6.5,264,9.1,1.3,3,36,33,1825,180,29,A,4136
22665,9.1,8636.4,3.3,66,3,2.6,15,24,41,250,150,79,D,3039
22666,9.1,10285.7,10.6,165,3,1.3,2,8,32,3000,180,97,A,4365
22667,6.1,9675.3,1,264,0,3.9,4,12,39,1700,300,56,E,3287
22668,27.3,9883.1,3.5,297,3,2.6,4,12,31,2300,45,9,E,373
22669,0,10077.9,5.5,33,0,0,7,4,26,1375,15,35,E,767
22670,6.1,8883.1,3.7,66,0,0,13,20,25,1125,135,97,E,2270
22671,3,8480.5,7,132,0,5.2,15,16,39,1575,60,47,B,6408
22672,12.1,9636.4,,132,3,0,6,36,23,375,0,17,E,1122
22673,12.1,9792.2,6.3,132,0,0,3,0,25,1375,555,2,E,2270
22674,9.1,9519.5,0.5,99,3,0,8,12,27,1325,195,77,E,1928
22675,12.1,10039,1.2,99,6.1,13,3,32,40,1850,300,1,E,1605
22676,6.1,8571.4,0.4,66,6.1,0,6,4,27,200,15,36,C,569
22677,6.1,9467.5,,66,0,0,8,24,24,825,0,100,E,1991
22678,3,9039,0.1,66,0,0,4,52,30,3175,0,25,E,1650
22679,3,8454.5,1.8,66,0,0,15,32,25,175,45,28,C,829
22680,,9428.6,,,,,,12,21,125,0,11,E,1763
22681,3,10870.1,1.2,198,0,11.7,1,4,56,3625,0,22,A,3725
22682,12.1,9454.5,1.6,132,9.1,0,5,12,23,700,15,55,E,709
22683,12.1,9402.6,2.3,231,0,0,5,8,27,850,15,15,E,221
22684,18.2,8467.5,,330,9.1,0,5,32,33,475,0,80,D,807
22685,12.1,10376.6,17.4,231,3,10.4,3,8,44,3175,0,54,D,19
22686,12.1,8766.2,0.5,132,3,1.3,5,12,29,200,45,28,E,3059
22687,3,10013,51.9,132,0,1.3,3,0,43,7125,330,93,A,8248
22688,6.1,9064.9,0.2,99,6.1,0,4,32,32,400,45,55,E,1949
22689,3,9480.5,,132,3,2.6,12,4,36,550,0,56,E,275
22690,,8935.1,0.2,,,,,8,37,525,60,8,B,3194
22691,6.1,8532.5,1.3,66,3,0,2,4,23,125,0,43,C,666
22692,6.1,8194.8,2.9,99,3,0,5,20,31,1600,0,76,C,594
22693,3,10649.4,12.9,198,0,0,1,16,40,4025,60,18,A,6760
22694,9.1,8883.1,0.9,99,3,0,5,16,23,325,75,42,E,1474
22695,6.1,8961,5.9,99,3,1.3,5,0,37,1125,45,13,C,1359
22696,15.2,9558.4,2.7,198,3,0,6,0,25,975,195,75,E,1984
22697,9.1,9246.8,0.6,99,6.1,0,6,16,24,600,210,91,E,774
22698,0,9688.3,0,0,,1.3,,8,47,,30,1,C,624
22699,3,8688.3,0.2,33,3,0,5,48,34,350,0,90,C,661
22700,24.2,9077.9,2,264,3,0,6,8,33,550,75,54,D,376
22701,9.1,10324.7,,264,0,11.7,8,8,55,3000,0,46,E,679
22702,9.1,8441.6,1.7,99,0,7.8,8,8,37,375,75,38,C,502
22703,3,9740.3,0.9,33,0,6.5,8,24,34,775,360,38,D,4033
22704,9.1,9740.3,2.7,99,3,0,1,32,23,475,90,20,E,314
22705,18.2,10272.7,3.8,198,0,0,,40,33,550,405,62,E,2122
22706,21.2,9636.4,6.9,231,3,3.9,5,12,38,1025,285,56,E,2159
22707,3,8610.4,3.1,132,0,13,11,0,40,1250,195,82,D,1370
22708,6.1,10013,3,33,0,2.6,1,12,35,6100,240,55,A,3632
22709,3,8324.7,0.9,66,0,0,11,8,54,1150,15,38,C,613
22710,15.2,9298.7,2.2,165,6.1,0,3,44,23,925,300,80,E,1956
22711,18.2,9246.8,3.2,198,18.2,0,14,24,22,525,0,38,E,322
22712,6.1,8792.2,0.5,33,0,1.3,5,36,36,350,0,8,E,513
22713,12.1,9285.7,1.1,264,12.1,10.4,9,28,42,1050,75,36,C,362
22714,12.1,10233.8,0.9,132,6.1,1.3,2,24,37,575,0,94,E,573
22715,9.1,9766.2,2.1,198,3,2.6,6,24,44,3075,240,54,E,2852
22716,12.1,9129.9,2.3,198,9.1,0,12,20,32,625,75,83,E,886
22717,9.1,10142.9,3.3,165,0,3.9,1,20,27,2200,150,2,E,464
22718,3,9363.6,2.2,231,0,0,14,4,36,1150,75,87,C,2080
22719,0,9337.7,,33,0,0,2,16,33,250,0,4,E,1142
22720,12.1,9026,1,132,6.1,0,10,40,23,550,0,63,E,641
22721,6.1,8454.5,,66,3,0,6,28,33,425,0,42,C,367
22722,6.1,9039,,66,3,0,8,40,23,350,30,27,E,2884
22723,3,9792.2,2,99,0,10.4,5,4,36,2800,540,85,E,1900
22724,6.1,9013,1.1,66,3,0,2,60,22,300,90,80,E,328
22725,6.1,9688.3,,66,0,1.3,11,16,32,1725,0,88,E,1520
22726,6.1,9467.5,1.6,165,0,6.5,3,8,61,1600,15,9,E,1386
22727,3,9246.8,2.5,33,0,0,9,4,23,975,15,27,E,518
22728,12.1,9675.3,1.5,66,3,5.2,7,12,25,1075,165,36,E,1121
22729,6.1,8844.2,13.1,198,6.1,2.6,14,8,32,1775,0,19,B,1627
22730,3,9168.8,1.7,33,0,0,,8,23,2625,30,78,E,628
22731,18.2,10026,2.8,363,3,0,3,4,33,850,30,48,E,543
22732,21.2,9129.9,8.1,264,9.1,0,10,44,32,1175,135,99,B,3756
22733,42.4,9272.7,7.4,561,3,7.8,11,40,66,600,30,39,D,3028
22734,27.3,9013,4.4,264,6.1,1.3,5,100,31,650,75,55,C,483
22735,6.1,8376.6,0.1,66,3,0,3,12,24,175,0,14,C,478
22736,9.1,9142.9,2.3,99,3,0,12,4,25,800,330,70,E,2588
22737,6.1,8909.1,,66,3,5.2,1,16,34,875,0,15,E,1086
22738,9.1,9272.7,0.4,99,6.1,0,3,16,23,875,105,95,E,1188
22739,12.1,9454.5,1.2,132,6.1,0,2,20,25,275,75,40,C,1263
22740,3,9467.5,5.6,66,0,1.3,3,20,39,2200,15,80,B,4183
22741,6.1,9116.9,3.5,297,0,1.3,12,4,29,825,120,76,E,1915
22742,9.1,9779.2,2.8,165,3,7.8,8,32,37,2950,60,34,E,1392
22743,3,9454.5,1.6,33,0,0,4,16,23,1400,120,47,B,5403
22744,6.1,8792.2,1.3,33,0,1.3,9,0,34,300,255,50,E,3444
22745,18.2,8805.2,2.6,198,9.1,2.6,13,56,39,175,105,35,C,605
22746,6.1,8285.7,0.4,66,3,0,14,48,38,100,0,87,C,1033
22747,9.1,9506.5,1.7,330,6.1,6.5,9,16,40,2150,0,44,B,4052
22748,3,9987,0.2,33,3,0,1,0,22,750,15,1,B,2597
22749,24.2,9454.5,2.8,231,0,1.3,8,20,23,300,105,53,E,869
22750,3,9727.3,,66,0,0,4,8,26,1200,0,19,E,926
22751,3,10753.2,4.1,132,0,5.2,1,4,46,1700,570,35,D,1583
22752,9.1,10000,0.6,99,0,0,0,32,23,725,195,78,E,689
22753,9.1,9454.5,7.4,165,0,7.8,7,8,35,1875,60,63,E,1707
22754,6.1,9441.6,0.3,66,3,0,6,16,22,200,105,92,E,807
22755,27.3,9051.9,5.2,363,3,1.3,6,24,35,650,0,8,B,2913
22756,6.1,10896.1,18.1,231,0,3.9,2,4,59,2725,90,71,D,1051
22757,0,8636.4,0.7,99,0,2.6,12,40,32,575,45,27,D,1219
22758,12.1,8753.2,3.7,198,0,0,9,8,32,475,300,2,D,3110
22759,3,9428.6,0.5,33,3,0,14,28,26,400,75,67,B,7527
22760,9.1,9389.6,,66,0,1.3,1,24,24,375,0,25,E,1480
22761,12.1,9818.2,1.1,198,3,0,,20,26,1500,150,1,A,3787
22762,3,8922.1,4,99,0,0,17,16,46,1200,390,69,B,8518
22763,15.2,10454.5,3.5,264,3,1.3,0,8,31,3350,45,88,A,3034
22764,6.1,9584.4,23.4,132,0,2.6,11,16,45,4050,255,71,A,11364
22765,9.1,9389.6,3.4,165,3,6.5,4,40,33,925,210,77,E,930
22766,3,9337.7,0,33,0,0,12,4,31,250,60,81,E,964
22767,12.1,10376.6,2.6,165,0,2.6,3,4,36,1675,255,64,E,3829
22768,3,10207.8,10.5,231,0,2.6,2,12,51,2725,240,14,D,596
22769,6.1,9168.8,0,33,3,1.3,4,16,22,75,0,42,E,317
22770,9.1,9701.3,1.5,99,0,0,3,36,26,675,120,91,E,2893
22771,9.1,8363.6,,198,0,0,16,16,39,275,0,14,C,612
22772,9.1,9051.9,0.2,99,9.1,0,6,20,22,550,0,50,C,273
22773,12.1,9753.2,10.9,264,3,7.8,3,12,39,2650,240,71,E,1842
22774,6.1,9571.4,2.1,264,0,10.4,10,40,50,2775,0,35,E,3380
22775,24.2,8220.8,1.5,231,9.1,3.9,5,4,35,325,0,39,C,945
22776,18.2,8428.6,1.1,198,9.1,1.3,6,12,42,175,0,85,C,404
22777,3,8831.2,0,33,3,0,6,24,21,225,0,75,C,754
22778,6.1,9662.3,3.1,99,0,0,8,4,26,850,90,71,E,1947
22779,6.1,9285.7,1.6,66,3,0,9,4,24,600,255,24,E,2995
22780,15.2,10103.9,3.6,231,3,0,12,36,34,1250,480,51,E,1849
22781,18.2,9467.5,1.7,165,6.1,1.3,9,56,23,1075,0,45,E,275
22782,6.1,9013,0.6,132,3,1.3,10,32,36,425,345,54,E,2539
22783,3,9311.7,2.8,132,0,1.3,2,8,32,350,90,89,E,3436
22784,9.1,10506.5,6.2,132,3,1.3,1,8,28,1025,120,14,A,3231
22785,0,10779.2,12.6,99,0,1.3,2,4,32,1925,15,2,A,4157
22786,18.2,9493.5,1.7,198,0,1.3,7,44,31,200,60,64,E,2195
22787,12.1,10363.6,9,231,3,1.3,1,16,39,2725,0,8,A,3927
22788,27.3,9233.8,5.1,330,3,2.6,2,40,39,500,60,94,E,2051
22789,15.2,9051.9,4.4,132,0,5.2,17,44,39,775,60,76,C,959
22790,6.1,9428.6,8.9,495,6.1,11.7,8,44,44,1750,0,54,E,1238
22791,3,8623.4,0,33,3,1.3,4,12,40,375,0,40,C,740
22792,9.1,8974,1.1,231,3,1.3,5,16,31,475,0,32,E,1167
22793,3,8948.1,0.3,33,3,0,6,8,30,1375,15,40,C,310
22794,12.1,9220.8,6.4,66,3,0,9,0,24,3750,90,51,A,7995
22795,3,9220.8,7.8,99,0,3.9,3,32,39,6900,90,12,A,6616
22796,3,9415.6,1.8,33,0,0,17,4,31,1250,30,41,E,1681
22797,12.1,8922.1,,297,3,2.6,11,16,33,425,0,97,E,1550
22798,3,9402.6,0,33,3,0,1,8,21,1825,0,42,B,1987
22799,6.1,9662.3,0.9,66,6.1,0,7,0,22,375,0,5,E,1657
22800,3,9779.2,0.4,33,3,0,5,16,22,375,60,66,B,3031
22801,3,8792.2,0.3,33,3,0,7,8,22,250,150,81,D,2278
22802,3,10155.8,1.9,165,3,3.9,4,4,37,1625,405,42,C,1747
22803,6.1,8298.7,0.4,66,3,0,12,4,38,125,15,19,C,755
22804,6.1,8753.2,1.2,66,0,2.6,1,4,35,700,30,8,E,1930
22805,3,8467.5,0.8,66,0,0,14,16,29,300,0,58,B,3709
22806,0,9948.1,8.5,462,0,6.5,6,0,67,2350,30,88,E,1643
22807,21.2,8818.2,0.6,198,6.1,1.3,6,60,25,600,0,24,C,356
22808,0,10129.9,10.4,165,0,1.3,7,0,48,3650,240,13,A,9299
22809,6.1,8714.3,0.4,66,6.1,0,2,40,36,200,30,29,C,891
22810,3,8441.6,1.1,66,3,0,4,120,42,400,15,58,B,2467
22811,12.1,10480.5,16.2,132,0,5.2,2,32,38,4575,180,3,A,3301
22812,15.2,9974,4.6,198,0,1.3,2,12,39,1675,375,14,E,2914
22813,6.1,10285.7,2.5,99,0,3.9,1,4,31,1925,465,2,D,-69
22814,15.2,8831.2,2.4,198,3,0,10,24,28,300,90,39,E,2027
22815,6.1,8311.7,,99,3,0,7,12,26,1000,0,65,C,743
22816,39.4,9000,4.4,429,15.2,5.2,4,36,27,475,315,23,E,305
22817,6.1,9285.7,13.6,198,0,2.6,8,16,27,2725,645,14,A,6499
22818,6.1,8259.7,0.5,66,0,1.3,16,12,32,1125,0,79,C,722
22819,9.1,8831.2,0.4,99,6.1,0,6,12,22,150,30,76,E,1990
22820,3,8909.1,,33,0,0,2,16,27,500,0,68,C,2249
22821,3,10103.9,3.5,66,0,0,10,20,35,2400,405,3,A,7975
22822,3,10714.3,1.5,66,3,2.6,2,4,40,1075,180,22,A,6025
22823,0,9909.1,0.7,66,0,0,0,4,31,1700,0,21,E,806
22824,6.1,8207.8,2.8,297,0,1.3,13,0,39,350,0,59,C,1412
22825,0,9974,0.8,33,0,2.6,5,0,45,1675,150,16,E,2922
22826,9.1,9610.4,1.6,66,3,9.1,9,24,34,1550,0,48,E,2278
22827,12.1,9623.4,0.3,132,9.1,0,2,16,23,375,75,69,E,248
22828,24.2,9753.2,1.7,132,9.1,5.2,2,24,24,1100,105,39,E,391
22829,6.1,9688.3,,66,6.1,0,5,20,34,150,0,6,E,1257
22830,9.1,9220.8,,99,3,0,5,4,24,450,0,65,E,2042
22831,6.1,9324.7,1.1,66,0,0,3,52,25,225,195,24,E,1355
22832,15.2,9103.9,4.2,363,3,14.3,9,16,43,625,30,38,E,1310
22833,6.1,8857.1,0.1,66,0,0,14,4,23,525,105,21,E,2137
22834,3,9246.8,9.3,66,0,0,6,0,26,3050,150,75,E,1819
22835,0,9259.7,2.3,66,0,1.3,14,16,33,1475,120,22,B,5975
22836,24.2,8935.1,4.3,330,12.1,1.3,1,16,32,700,0,18,E,2053
22837,,9545.5,0,,,,,0,22,,45,56,C,451
22838,,9688.3,,,,,,24,30,,15,99,E,731
22839,0,9870.1,2.2,165,0,2.6,6,16,41,1400,375,42,E,3750
22840,6.1,9064.9,0.9,66,0,0,8,8,24,425,0,59,E,1666
22841,6.1,9181.8,0.2,66,3,0,3,16,45,650,210,29,E,2551
22842,24.2,9415.6,2.8,264,3,0,6,20,25,725,45,47,E,1090
22843,3,11039,16.6,132,0,6.5,3,0,46,2025,450,94,D,1740
22844,9.1,9571.4,0.3,132,3,1.3,1,32,42,225,45,2,E,721
22845,9.1,8649.4,1.6,99,6.1,2.6,8,8,38,525,165,39,E,1365
22846,9.1,8987,0.5,33,0,0,11,60,23,300,60,15,E,1931
22847,0,8636.4,1,33,0,1.3,5,8,43,1325,30,44,C,2082
22848,9.1,9727.3,3.3,231,0,0,5,16,37,1500,60,31,E,2000
22849,18.2,9013,2.1,132,3,3.9,13,36,25,1150,180,10,E,687
22850,3,9675.3,,33,0,0,4,0,24,325,0,30,C,1733
22851,9.1,9623.4,2.9,99,0,0,1,32,22,1075,180,56,E,831
22852,21.2,10129.9,5.4,198,3,3.9,1,12,27,625,105,91,E,2085
22853,9.1,8324.7,0.9,99,6.1,1.3,5,24,31,150,15,90,C,855
22854,18.2,8805.2,1.8,198,0,0,1,44,25,775,165,74,E,501
22855,3,9337.7,13,198,0,10.4,13,12,65,2950,30,38,E,6344
22856,3,9818.2,4.2,66,0,0,2,4,49,2875,15,66,E,1485
22857,6.1,9857.1,2,429,0,5.2,1,0,67,1050,285,52,E,3595
22858,3,9077.9,0.3,33,3,0,5,36,22,100,15,46,B,2469
22859,3,8337.7,7.3,33,3,0,13,36,22,3750,0,49,C,1325
22860,9.1,10181.8,7.3,132,6.1,6.5,2,20,43,2200,315,18,A,6249
22861,21.2,10090.9,4.6,330,0,7.8,2,36,34,675,300,74,E,1555
22862,15.2,9883.1,3.7,165,3,2.6,6,12,30,725,195,58,E,1287
22863,9.1,8519.5,2.2,66,6.1,0,5,24,39,175,90,61,C,1140
22864,6.1,9493.5,1.5,66,3,1.3,4,8,27,475,240,23,B,4774
22865,12.1,9480.5,5.6,165,3,0,6,24,29,2050,405,3,A,5935
22866,6.1,9714.3,1.4,66,3,0,2,4,24,1300,0,37,C,1345
22867,21.2,9415.6,1.6,198,9.1,1.3,4,32,23,825,105,28,E,676
22868,9.1,9506.5,0.5,99,9.1,0,5,4,27,600,135,1,E,940
22869,15.2,8870.1,,198,0,2.6,13,24,53,1050,0,98,C,1735
22870,0,8727.3,0.6,99,0,2.6,11,20,38,500,0,28,C,496
22871,12.1,9337.7,1,165,12.1,0,7,32,42,350,30,87,E,2402
22872,6.1,9935.1,6.4,198,0,2.6,7,20,32,2325,120,38,E,3592
22873,0,9571.4,0.3,66,0,0,14,0,33,375,0,69,E,1094
22874,3,9480.5,,33,3,2.6,4,12,37,800,0,15,E,1567
22875,18.2,8896.1,5.5,198,12.1,0,8,20,36,400,120,24,C,1607
22876,9.1,9077.9,0.9,99,6.1,0,5,32,31,400,15,80,E,2084
22877,3,9233.8,,33,0,0,3,4,24,1125,0,4,E,1113
22878,6.1,9961,2.9,33,0,5.2,1,4,37,3500,45,1,E,1423
22879,6.1,9753.2,0,66,3,0,3,20,23,875,45,78,E,304
22880,15.2,9857.1,0.7,198,0,0,2,4,25,500,135,24,E,962
22881,12.1,9194.8,2.3,132,3,1.3,5,16,38,350,120,10,A,8874
22882,6.1,9857.1,1.6,99,0,6.5,10,4,39,1975,45,98,E,1664
22883,3,9428.6,0,33,3,0,7,12,23,1600,60,60,B,3796
22884,60.6,9285.7,9.4,660,18.2,1.3,4,60,34,1075,15,75,E,541
22885,6.1,9610.4,0,66,0,0,9,4,23,250,0,56,E,2585
22886,24.2,9974,24.4,264,0,29.9,2,36,37,3650,75,80,A,2486
22887,9.1,8831.2,,66,6.1,1.3,4,24,35,125,0,10,B,2871
22888,0,9649.4,,33,0,0,3,0,25,2925,0,76,E,1220
22889,24.2,9402.6,6.6,561,3,7.8,6,28,34,1425,60,58,E,1010
22890,6.1,8766.2,0.9,66,6.1,0,10,4,22,450,165,69,B,4899
22891,3,9207.8,0.7,33,0,0,7,4,25,250,0,57,E,1555
22892,3,9740.3,0.7,33,0,0,,4,54,425,15,82,D,3842
22893,3,10766.2,5.8,165,0,1.3,3,12,45,2500,555,76,C,3263
22894,9.1,8233.8,1,99,0,1.3,11,48,41,725,60,94,C,606
22895,3,9545.5,5,231,0,3.9,16,0,41,2000,480,83,B,8257
22896,15.2,8857.1,1.7,264,9.1,3.9,10,4,29,475,30,9,E,596
22897,12.1,9324.7,3.9,99,0,2.6,10,16,25,1900,660,35,E,2878
22898,3,9675.3,,33,0,0,5,0,22,750,0,79,E,845
22899,3,9194.8,1.5,132,0,7.8,11,32,37,300,105,7,E,2817
22900,9.1,8766.2,0.6,132,9.1,0,13,8,34,575,0,50,B,1972
22901,9.1,9675.3,3.2,165,3,2.6,4,24,42,1200,105,37,E,946
22902,12.1,10116.9,0.4,132,0,1.3,5,4,43,775,15,17,E,453
22903,18.2,9519.5,4.2,198,6.1,0,5,12,40,2200,435,52,E,1410
22904,9.1,9545.5,0.9,99,3,3.9,7,4,29,775,135,72,E,1712
22905,6.1,10662.3,9.2,264,0,2.6,2,4,34,2825,165,11,A,4528
22906,3,9558.4,,33,0,0,,4,22,250,0,56,E,802
22907,3,8376.6,1.1,33,0,0,12,24,33,625,15,95,C,695
22908,3,9740.3,0.1,33,3,0,2,12,21,125,0,46,C,460
22909,0,9467.5,,33,0,0,4,8,25,4500,0,3,E,1654
22910,21.2,9506.5,0.8,429,0,1.3,5,4,28,725,345,71,E,601
22911,15.2,8415.6,0.9,363,3,5.2,7,20,43,250,90,29,C,1394
22912,9.1,9467.5,5.9,132,3,2.6,7,8,31,2150,75,13,E,849
22913,21.2,9298.7,3.5,198,6.1,5.2,13,24,48,900,45,84,D,2790
22914,9.1,8948.1,0.6,99,6.1,0,7,60,22,225,0,61,E,1552
22915,3,8909.1,2.1,33,0,0,13,56,23,425,0,3,C,539
22916,0,9129.9,0.6,66,0,2.6,1,12,46,750,60,88,B,5845
22917,6.1,8922.1,2.4,99,0,7.8,5,28,32,1125,405,33,E,3053
22918,9.1,9844.2,4.7,132,3,0,4,4,26,1825,180,23,E,3504
22919,9.1,9454.5,2.5,132,0,0,2,0,29,2325,180,53,A,4887
22920,,,,,,,,,,,30,72,C,887
22921,6.1,8935.1,8.2,132,0,1.3,6,80,29,1000,45,98,B,5883
22922,12.1,10090.9,,132,0,0,3,4,25,925,0,23,E,710
22923,9.1,8831.2,1.9,99,9.1,0,11,36,22,475,0,17,C,806
22924,3,9077.9,0.2,33,0,0,4,104,23,300,0,8,E,1444
22925,12.1,8688.3,2,132,3,0,9,20,33,175,0,48,C,771
22926,6.1,9714.3,15.8,198,6.1,1.3,6,4,36,1350,630,9,E,3698
22927,12.1,9026,0.6,132,9.1,0,7,100,23,300,45,31,C,346
22928,6.1,9597.4,1.2,66,6.1,1.3,5,20,32,1300,135,74,E,1059
22929,12.1,9246.8,4.4,132,9.1,0,7,8,23,1400,15,98,E,377
22930,21.2,9000,1.5,231,12.1,1.3,5,16,32,800,300,28,E,1164
22931,15.2,9415.6,4,165,6.1,0,11,60,22,600,0,46,E,1524
22932,18.2,9415.6,1.6,165,6.1,2.6,12,24,42,475,15,81,E,2019
22933,21.2,9077.9,2.4,198,3,1.3,8,12,25,800,30,23,E,754
22934,,,,,,,,,,,120,45,C,1317
22935,3,8831.2,1.5,66,0,2.6,12,24,37,1325,60,92,B,6692
22936,24.2,9987,4,264,6.1,1.3,2,32,26,1450,135,17,E,141
22937,21.2,9376.6,2.6,165,0,2.6,6,132,25,625,15,13,E,1658
22938,24.2,8909.1,2.2,429,3,10.4,1,4,40,775,0,29,E,390
22939,27.3,10389.6,1.1,363,12.1,0,1,24,37,1000,0,61,E,294
22940,3,9506.5,3.2,99,0,1.3,13,4,33,1925,60,54,A,5073
22941,9.1,8519.5,2,132,3,0,7,8,26,650,0,36,B,6560
22942,9.1,9142.9,1.1,99,9.1,0,7,32,42,250,60,74,D,1446
22943,15.2,9961,,165,0,0,2,16,24,425,0,20,E,1030
22944,3,9805.2,0,33,3,0,0,8,44,4125,30,72,E,1184
22945,27.3,9363.6,2.1,165,0,7.8,13,52,41,1200,15,68,E,1076
22946,0,8545.5,0.3,66,0,1.3,4,8,51,425,135,5,C,768
22947,3,9298.7,0.5,33,3,0,4,12,24,425,0,5,C,666
22948,6.1,8935.1,0.9,66,0,0,13,28,23,325,120,61,E,1429
22949,9.1,8818.2,2,99,9.1,0,12,20,22,550,0,83,B,6128
22950,3,8181.8,1.5,99,3,7.8,17,12,42,200,0,89,C,813
22951,6.1,9818.2,0.6,66,3,0,2,12,23,450,0,72,E,723
22952,21.2,9103.9,5.7,297,0,3.9,15,36,41,1075,45,85,C,603
22953,3,10181.8,1.2,99,0,0,8,20,34,2425,180,58,B,4818
22954,6.1,9116.9,,66,3,0,9,44,23,300,0,56,C,437
22955,6.1,9155.8,0.7,66,0,0,10,72,23,125,75,28,E,1471
22956,6.1,9662.3,,231,0,2.6,3,4,33,1125,0,36,E,1121
22957,6.1,8662.3,,99,0,1.3,15,12,37,650,0,15,C,1109
22958,18.2,9181.8,3.1,132,0,3.9,9,80,25,800,330,69,E,1520
22959,3,9792.2,1.3,33,0,0,3,0,22,1500,105,8,C,1420
22960,12.1,8337.7,3,132,3,1.3,8,8,30,325,15,19,C,1681
22961,0,9168.8,0.2,66,0,1.3,12,4,38,450,45,12,B,7508
22962,3,8844.2,,33,3,0,3,16,21,1750,0,43,C,635
22963,3,8909.1,0.3,33,0,0,11,16,23,450,210,21,E,1369
22964,21.2,9922.1,2.4,231,15.2,0,3,16,34,1225,390,40,E,1071
22965,3,8818.2,,33,3,0,7,4,22,75,0,29,C,385
22966,6.1,9441.6,5.6,132,0,1.3,17,28,72,1475,180,6,E,1973
22967,12.1,9441.6,,165,0,1.3,12,8,33,1625,30,24,E,1151
22968,3,8376.6,0.2,33,3,0,2,16,32,125,0,72,C,383
22969,6.1,9298.7,,66,0,0,9,4,24,625,0,26,E,1350
22970,9.1,10610.4,43.6,99,0,9.1,4,4,41,6850,390,79,A,9187
22971,9.1,9610.4,0,99,9.1,0,2,20,22,1375,45,19,E,243
22972,0,9454.5,1.1,33,0,3.9,7,20,42,1400,60,55,B,4127
22973,9.1,9636.4,13.1,132,0,5.2,8,40,35,2925,30,15,E,2154
22974,3,9116.9,0.6,33,0,5.2,,8,38,350,405,98,E,2827
22975,6.1,8285.7,1.3,99,0,2.6,16,4,37,400,180,5,C,1853
22976,3,9181.8,0.8,66,0,2.6,5,40,38,325,30,84,C,410
22977,6.1,8519.5,0.3,66,0,0,1,0,44,5700,0,17,C,1559
22978,3,10220.8,,297,3,5.2,8,16,52,1675,0,79,E,953
22979,33.3,8779.2,17.8,396,9.1,5.2,8,32,41,1375,210,44,E,2107
22980,9.1,9740.3,2.3,231,3,0,4,16,32,475,0,26,E,2422
22981,3,9454.5,5,33,3,0,8,0,22,2375,0,85,B,11338
22982,3,10026,0,66,0,0,7,4,26,2750,0,90,E,501
22983,12.1,8844.2,,132,3,0,4,8,36,650,0,75,C,794
22984,6.1,10064.9,0.5,165,0,0,5,20,30,2100,690,23,E,2448
22985,3,9246.8,0.2,33,0,1.3,3,4,47,1000,105,47,D,1646
22986,3,8532.5,0.4,33,3,0,12,20,22,250,0,66,C,726
22987,6.1,8935.1,4.5,165,3,0,13,16,36,950,195,59,E,1646
22988,6.1,9181.8,4.8,66,3,0,8,20,23,2475,120,16,E,1604
22989,6.1,9519.5,,66,3,0,4,20,23,525,45,100,E,433
22990,3,9558.4,,33,3,0,2,8,22,575,0,12,E,982
22991,21.2,8259.7,8.9,561,6.1,9.1,16,36,48,500,0,63,C,258
22992,9.1,9532.5,7,99,3,0,5,12,23,1325,300,29,E,1777
22993,21.2,8740.3,2.8,561,3,5.2,13,32,42,450,0,72,D,117
22994,3,10688.3,11.9,66,0,0,3,8,28,5250,525,82,A,4962
22995,6.1,8701.3,1.2,66,3,0,11,40,33,200,0,59,C,690
22996,3,8714.3,1.1,132,0,1.3,7,0,32,575,0,90,E,1487
22997,12.1,9389.6,1.4,132,3,0,10,16,23,1000,30,71,E,1620
22998,15.2,8636.4,0.1,165,6.1,0,0,16,29,350,0,34,C,401
22999,12.1,9013,1.4,132,9.1,0,8,12,25,1200,165,49,E,2041
23000,15.2,9129.9,0.8,132,0,3.9,12,24,51,400,45,24,C,776
